Category,Level,Course Name,Course Desctiption,Course Code,Prerequisites,Certification,Duration
Personal Enrichment,N/A,Business Etiquette,"This course examines the basics, most importantly being considerate of others, dress/appearance, the workplace versus social situations, business meetings, proper introductions and ""the handshake,"" conversation skills/small talk, cultural differences affecting international business opportunities, dealing with interruptions, and proper business email and telephone etiquette. 

Have you ever been in a situation where:
You met someone important and had no idea what to say or do?
Did you spill soup all over yourself at an important business event?
Did you show up at an important meeting under or overdressed?

Let's face it: We've all had those embarrassing etiquette gaffes. This course will help you look and sound your best no matter the situation.",PE124,,,
Personal Enrichment,N/A,Event Planning,"Events do not just happen; they take time to plan, develop, and create. This course is designed to give you the tools needed to host a great event. You will review planning and administrative techniques that will give you the confidence to run an engaging event and leave a positive and lasting impression on each attendee.

In this course, you will explore ways to work with vendors, suppliers, technicians, and other staff. You will touch on different event types, such as awards ceremonies, charity events, and business conferences.",PE125,,,
Personal Enrichment,N/A,Women in Leadership,"Women’s leadership has consistently proven to be a powerful force for positive change in the world, with female leaders sharing unique skills, strengths, and perspectives that are essential for creating a more equitable society. Despite the advancements in female leadership over the years, women continue to face numerous challenges in leadership positions, including gender stereotypes, bias, and underrepresentation. Understanding the importance of women’s leadership is not only a matter of justice and equality but also a critical step towards creating a better, more inclusive world for everyone. Today, women are stepping up and making their voices heard while breaking down barriers and shattering glass ceilings along the way.

This course will provide you with the tools to navigate challenges and gain confidence to lead and motivate future generations. Additionally, you will gain knowledge on the value of networking and mentoring for inspiring others to recognize their full potential as leaders. By empowering women leaders, we are not only creating a more equitable society, but we are also uncovering capabilities that will help to fuel business growth and innovation.",PE126,,,
Personal Enrichment,N/A,Cyber Security,"Every organization is responsible for ensuring cybersecurity. The ability to protect its information systems from impairment or even theft is essential to success. Implementing effective security measures will not only offer liability protection; it will also increase efficiency and productivity.

With this course, you will understand the different types of malware and security breaches and understand effective prevention methods that will increase overall security. You will also understand the basic concepts associated with cybersecurity and what a company needs to stay secure.",PE127,,,
Personal Enrichment,N/A,Administrative Office Procedures,"Administrative office procedures may not be glamorous, but they are essential to the success of any enterprise. A well-run office reduces miscommunications and helps to eliminate common errors. This course will help you establish clear policies and procedures with employee understanding and buy-in, which ensures your work environment runs smoothly. 

With this course, you will understand how an Administrative Office Procedure binder demonstrates professionalism and efficiency in an organization or office setting. It is also a marvelous instrument for quick reference and utilization. Strategies and procedures are a vital connection between the company's vision and its everyday operations.",PE128,,,
Personal Enrichment,N/A,Administrative Support,"Administrative assistants are a key part of most office environments. They work quietly in the background, ensuring the business runs smoothly and efficiently. This course will give new administrative assistants tools to make you that person the office can't live without. Experienced administrative assistants will learn new tools that will make them more efficient and valuable than ever.

In this course, you will learn the core skills that will help you use your resources efficiently, manage your time wisely, communicate effectively, and collaborate with others skillfully. The practices presented in this course may take time to be a part of your daily work routine. However, consistently applying the concepts every day is the key to changing and adopting new behaviors in a short amount of time.",PE129,,,
Personal Enrichment,N/A,Executive and Personal Assistants,"Being an Executive or Personal Assistant is a unique position that requires a variety of skills. Whether you are updating schedules, making travel arrangements, taking minutes, or creating important documents, all must be done with a high degree of confidentiality. Confidentiality is one of the most important characteristics of every assistant.

This course will show you what it takes to be a successful assistant. You will learn what it takes to effectively manage a schedule, organize a meeting, and even be a successful gatekeeper. Being an Executive or Personal Assistant takes a special skill set, and this course will provide you with the necessary tools.",PE130,,,
Personal Enrichment,N/A,Budgets And Financial Reports,"Money matters can be intimidating for even the smartest people. However, having a solid understanding of basic financial terms and methods is crucial to your career. When terms like ROI, EBIT, GAAP, and extrapolation join the conversation, you'll want to know what people are talking about, and you'll want to be able to participate in the discussion.

This course will give you a solid foundation in finance. We'll cover topics like commonly used terms, financial statements, budgets, forecasting, purchasing decisions, and financial legislation.",PE131,,,
Personal Enrichment,N/A,Social Media In The Workplace,"In today's digital age, we are inundated with social media invitations, updates, and web-based communication platforms that dominate our interactions. The prevalence of social media icons like Twitter, Facebook, YouTube, and LinkedIn has revolutionized the way we connect with others. While staying updated is essential, the excessive use of social media can lead to productivity drains, both in personal and professional settings.

This course is designed to provide you with a comprehensive understanding of social media and effective communication in the digital age. It delves into the intricacies of appropriate online communication, addressing what is suitable to share and what should be withheld. With social media rapidly overtaking traditional communication methods, this program equips individuals with the knowledge and skills to communicate effectively and responsibly in the online world.",PE132,,,
Personal Enrichment,N/A,Telework And Telecommuting,"Working in a home office requires a unique set of skills. Teleworkers or virtual employees have additional challenges created by not being in a centralized office. Communication issues alone make it a challenging job, and recognizing these challenges will help your participants become great teleworkers.

With this course, your employees will see a great improvement in their performance and well-being. Being a teleworker does have the advantages of flexible schedules, no commute, and saving the company money. Your participants will establish the additional skills needed to be successful in their work-from-home environment.",PE133,,,
Personal Enrichment,N/A,The Cloud and Business,"The cloud has become a vital component for business as technology becomes embedded in modern life. Every leader needs to understand the cloud, how it operates, and the potential dangers and pitfalls associated with cloud computing. Knowledgeable monitoring and maintenance can be the difference between the success and failure of the technology’s use.

In this course, you will discover the specifics of how the cloud can be a useful business tool. With a clear understanding of the cloud, you will be able to make the best decisions for your customers and businesses.",PE134,,,
Personal Enrichment,N/A,Basic Bookkeeping,"Numbers! Numbers! Numbers! Wherever you go, you are bound to see them. On addresses, license plates, phones, prices, and money! Numbers connect us all in many more ways than we might imagine. Essentially, our world revolves around numbers.

Some of us enjoy dealing with numbers, while others may fear them or even have a phobia. For those of you who have already recognized and appreciated the impact that numbers have on just about everything, you deserve a cookie. Welcome to Basic Bookkeeping!",PE135,,,
Personal Enrichment,N/A,Supply Chain Management,"Supply Chain Management improves the coordination and relationship between Suppliers, Producers, and Customers. It must be kept at a high level of organization to be successful in today's global economy. 

With Supply Chain Management, you will be on target to lower costs, improve efficiency, and increase customer satisfaction. This course will provide you with an understanding of how Supply Chain Management can improve and help almost any business.",PE136,,,
Personal Enrichment,N/A,Archiving and Records Management,"Every organization is responsible for maintaining records. The ability to create, organize, and maintain records and archives is essential to success. Correct record-keeping will not only offer liability protection; it will also increase efficiency and productivity. To put it simply, maintaining records and archives will improve the bottom line.

With this course, you will know how to classify records, define and maintain different systems, and develop a keen understanding of the importance of records management.",PE137,,,
Sales and Marketing,N/A,Sales Fundamentals,"Although the definition of a sale is simple enough, the process of turning someone into a buyer can be very complex. It requires you to convince someone with a potential interest that there is something for them in making their interest concrete – something that merits spending some of their hard-earned money.

This course will give you a basic sales process, plus some basic sales tools, that you can use to seal the deal. You will become more confident, handle objections, and learn to be a great closer.",SM100,,,
Sales and Marketing,N/A,Sales Fundamentals II,"Whether you’re a seasoned salesperson or brand new to the field, you need to know the basics. These fundamentals lay the foundation for a successful sales career. 

You’ll start this course with an overview of what sales is and how ethics impact the business-customer relationship. You’ll then review communication in sales, typical sales processes, and helpful tools that boost productivity. By the end of the course, you’ll have a solid understanding of the basics of sales.",SM101,,,
Sales and Marketing,N/A,The Ultimate Sales Prospecting Guide,"Every sale depends on a buyer. But where do you find that buyer? And how do you create interest—not aggravation—once you’ve found them? The answer is prospecting. 

In this course, you’ll learn what prospecting is and how to use it to target the right people and foster productive relationships. Then, you’ll learn to connect with potential buyers through winning techniques like cold calling, warm calling, and social selling—all while watching out for the competition.",SM102,,,
Sales and Marketing,N/A,Prospecting and Lead Generation,"Prospecting and lead generation is the method of making links that may lead to a sale or other promising result. The leads may come from various sources or undertakings, for example, via the Internet, through personal referrals, through telephone calls either by telemarketers, through advertisements, events, and purchase of lists of potential clients.

In this course, you will realize how important it is to develop a core set of sales skills. By managing and looking at how people interact and seeing things in a new light, you will improve on almost every aspect of your sales strategy.",SM103,,,
Sales and Marketing,N/A,Overcoming Sales Objections,"Experiencing a sales objection can be a disheartening event. In this course, you will learn to eliminate the objection and push through to get that sale. Even the best quality services or items can be turned down, and learning how to overcome these denials will be of great benefit.

Overcoming Sales Objections is an essential part of the sales process, as it will open up a whole new set of opportunities. It will produce new sales and provide an ongoing relationship with new clients.",SM104,,,
Sales and Marketing,N/A,Expert Strategies for Overcoming Sales Objections,"No matter your solution, the dreaded excuse—“I’m not interested.”—comes with the territory in sales. Customers won’t always be ready or eager to buy. They’ll have questions, concerns, and likely some fears about being taken advantage of or making the wrong decision. 

So, what’s the solution? Don’t let objections rattle you. Instead, remember that a “No,” is simply an opportunity for you to pivot, adjust your sales pitch, and relate to your prospect. 

In this course, you’ll learn what sales objections are and how to address them effectively by exploring popular objections, winning techniques, and common mistakes.",SM105,,,
Sales and Marketing,N/A,"How to Handle Objections: Getting Customers to Say, ""Yes!""","From the first point of contact, all the way through the buyer’s journey, and even beyond the close, salespeople constantly interact with customers. That makes relationship-building an essential skill in sales. 

This course introduces valuable strategies to increase your relationship-building skills. First, you’ll learn about the importance of understanding your buyers. Then, you’ll learn how to use that foundation to earn trust and build rapport, while developing your own emotional intelligence. By the end, you’ll have a clear understanding of how to best connect with potential buyers.",SM106,,,
Sales and Marketing,N/A,Coaching Salespeople,"Effective sales coaching is a key driver of success in today's competitive business landscape. This course will equip sales managers and leaders with the skills and strategies needed to coach and develop high-performing sales teams. 

You will learn the art of motivating, guiding, and empowering salespeople to reach their full potential. This course covers essential coaching techniques, effective communication, and goal-oriented strategies tailored to the sales environment.",SM107,,,
Sales and Marketing,N/A,Motivating Your Sales Team,"Everyone can always use some inspiration and motivation. Finding the right incentive for each of your sales team members is important, as motivation works best when it is developed internally. 

This course will help you create the right motivating environment to shape and develop your sales team with the right attitude and healthy competition. Instilling that unique seed that grows the motivation in your team will ensure an increase in performance and productivity.",SM108,,,
Sales and Marketing,N/A,Closing the Deal: Negotiation Strategies to Increase Sales,"Effective sales negotiation is like a dance: Sellers must read their partners, synchronize movements, and know when to lead versus when to follow. 

In this course, you’ll learn how to master the art of sales negotiation. First, you’ll identify the goals, prerequisites, and stages for entering a negotiation. You’ll then walk through five essential sales negotiation techniques. Finally, you’ll explore how to counter common buyer negotiation tactics and close the deal.",SM109,,,
Sales and Marketing,N/A,Body Language Basics,"Can you tell if someone is telling the truth just by looking at them? It is a skill that a lot of people have not mastered. Through the Body Language Basics course, you will receive a set of tools to use to your advantage. These tools can be utilized in the office and at home. Understanding body language will provide an advantage in your daily communications.

This course will provide you with a great set of skills to understand that what is not said is just as important as what is said. You will be able to adjust and improve the way you communicate through non-verbal communication.",SM110,,,
Sales and Marketing,N/A,Why People Buy: Boost Sales by Understanding Customers’ Needs,"Sales would look very different if we based our decisions on price or quality alone. In reality, our motivations for buying vary widely. Uncovering a customer’s underlying needs and motivations for buying can make it easier to close the deal. 

So, what are buyers’ needs? How do you identify them? And what other psychological factors influence purchasing decisions? In this lesson, you will learn questions and listening techniques that will help you understand potential buyers’ needs. You’ll also explore seven psychological motivations that drive buyer behavior.",SM111,,,
Sales and Marketing,N/A,An Introduction to Sales Enablement,"In any sales endeavor, representatives can’t achieve success without the proper resources. Managing a team without proper enablement tools is like trying to drive a car without fuel. 

In this course, you’ll learn the basics of sales enablement and why it’s critical for success. You’ll also get some best practices for putting it into action. Afterwards, you’ll be prepared to equip your team for the best possible outcome.",SM112,,,
Sales and Marketing,N/A,Psychology Tips That Unlock Sales,"Have you ever had a coworker who gets along with everyone? They turn the reserved, the gregarious, and everyone in between into friends. It’s not magic that helps them connect. Your coworker likely understands human psychology. 

Psychology is the science of mind, motivation, and behavior. Thus, it’s a useful tool for salespeople. Psychology helps salespeople understand their prospects, make a good impression, build relationships, and ultimately, close deals. 

In this course, you’ll learn what motivates people to make purchases, how to read body language to interpret what’s unsaid, and how to sell to different personality types. You’ll also discover how to master your own mind with tips to deal with common side effects of sales work—stress and rejection. 

The result? You’ll know yourself and your customers better, giving you the resilience and outlook to build strong connections and clinch deals.",SM113,,,
Sales and Marketing,N/A,Building Relationships in Sales,"From the first point of contact, all the way through the buyer’s journey, and even beyond the close, salespeople constantly interact with customers. That makes relationship-building an essential skill in sales. 

This course introduces valuable strategies to increase your relationship-building skills. First, you’ll learn about the importance of understanding your buyers. Then, you’ll learn how to use that foundation to earn trust and build rapport, while developing your own emotional intelligence. By the end, you’ll have a clear understanding of how to best connect with potential buyers.",SM114,,,
Sales and Marketing,N/A,Top 10 Sales Secrets,"No one is born a salesperson. No one has a special gift that makes customers buy products/services. Everyone can, however, learn how to sell successfully. You can be a successful salesperson by understanding how to communicate with customers, build lead lists, and sell the company’s services with authority.

In this course, you will discover how to develop the traits that will make you a successful salesperson and how to build positive, long-lasting relationships with your customers!",SM115,,,
Sales and Marketing,N/A,Build the Ultimate Sales Presentation Slide Deck,"Think of the best presentation you ever attended. Can you name one thing that made it great? 

It’s hard to pinpoint what makes a presentation amazing, but we can usually identify what makes it awful. Maybe it’s long-winded, confusing, or uses outdated images crowded on a screen. One tool takes center stage in many horror stories: the slide deck. 

Slide decks have gotten a bad rap. And that’s unfortunate because a well-designed slide deck can give your sales presentations a big boost. 

In this course, you’ll learn best practices for slide content and design to develop pitch decks that enhance your sales presentations—not aggravate your audience.",SM116,,,
Sales and Marketing,N/A,Proposal Writing,"A good proposal doesn't just outline what product or service you would like to create or deliver. It does so in such a way that the reader feels it is the only logical choice. 

This course will take you through each step of the proposal writing process, from understanding why you are writing a proposal to gathering information, writing and proofreading to creating the final, professional product.",SM117,,,
Sales and Marketing,N/A,Call Center Training,"Phone skills are a valuable tool to have in an employee's skill set, and Call Center Training will help provide those skills. This course will help improve phone skills, confidence, and sales, and help gain new customers while retaining current clientele. A more confident employee is also one that is happier, and happier employees will produce happier customers.

Those who take this course will learn the skills to improve productivity and performance.",SM118,,,
Sales and Marketing,N/A,Marketing Basics,"Marketing is an essential element for every business. It can be that one missing piece of the puzzle, and when it fits in place, it reveals the big picture. This course is an introduction to marketing and its benefits. If you are not marketing your business, you will not grow, and if you do not grow, you will not succeed.

Marketing Basics will provide the basic knowledge and the ability to build and grow your business. Marketing has changed a lot recently, and having a new perspective will give you the needed information to assist in your marketing decisions. No matter what your product or service is, your business will benefit from a better understanding of marketing.",SM119,,,
Sales and Marketing,N/A,Internet Marketing Fundamentals,"Marketing has changed dramatically over the last decade. Marketing is all about communicating, and the Internet has completely changed how people communicate. The Internet is a marketer's dream come true, especially with Social Media, as you have a low-cost marketing tool that can reach a large audience.

This course will provide you with the skills to market online. Content is the king of Internet marketing, and you will need to know how to utilize your great content.",SM120,,,
Sales and Marketing,N/A,Media And Public Relations,"In this course, you will acquire the knowledge to effectively manage your image and value by forming solid networks through strategic communication planning. Effective networking is essential for day-to-day business or times when you are actively pursuing job opportunities. This course is designed to provide practical and hands-on tools that will give you a skillset in dealing with the media and the public.

Media and Public Relations is the most successful method of communicating your value to those around you. Furthermore, good networking skills enable you to tap into those relationships you already have and increase the scope of your network.",SM121,,,
Sales and Marketing,N/A,Social Media Marketing,"In the digital age, social media has become a powerful tool for businesses to connect with their audience, build brand awareness, and drive sales. Before implementing any social media strategies, you should take the time to understand the benefits and risks. This course will equip you with the knowledge and skills to create and implement effective social media marketing campaigns. 

You will discover the specifics of how to use social media marketing effectively. From understanding the major social platforms to developing engaging content and analyzing performance metrics, this course provides a comprehensive guide to navigating the dynamic landscape of social media marketing.",SM122,PD309,,
Sales and Marketing,N/A,In Person Sales,"In the dynamic world of sales, mastering in-person interactions is a vital skill for success. This course will equip sales professionals with the strategies, communication skills, and mindset needed to excel in face-to-face sales scenarios. 

You will learn how to build rapport, understand customer needs, overcome objections, and close deals effectively. This course will enhance the in-person sales experience, providing practical insights and techniques for immediate application.",SM123,,,
Sales and Marketing,N/A,Trade Show Staff Training,"Deciding to attend a trade show is an investment for any company. Preparation is essential: it's better not to go to a trade show than to go unprepared. Every person in your booth is an ambassador to the company, so they should be prepared.

A successful trade show will benefit the company on many levels. You can use this course to train your team members and get to that trade show!",SM124,,,
Sales and Marketing,N/A,Multi-Level Marketing,"Multi-level marketing, also known as MLM, is a business marketing strategy that many companies use to encourage current agents to perform while at the same time growing the team by recruiting and training new agents. This marketing tactic helps boost the company’s sales force not only from the sales of the primary agent but also from the sales and profits of the agents they have recruited.

In this course, you will understand how multi-level marketing works and how to source agents effectively. For many companies, it can be a valuable tool for building revenue and their marketing and networking circles.",SM125,,,
Human Resources,N/A,Human Resource Management,"As the landscape of organizational responsibilities evolves, many managers find themselves tasked with human resource functions that were traditionally within the domain of dedicated HR professionals. 

This course is designed to equip managers with the fundamental tools to navigate various human resource situations. From interviewing and orientation to handling sensitive issues like harassment, discrimination, and termination, this course provides essential skills to ensure managers can address HR challenges effectively.",HR100,,,
Human Resources,N/A,Employee Onboarding,"Employee onboarding is essential to retaining top talents. An onboarding program does more than help orient new employees. It shapes how new employees relate to their organization. Implementing an employee onboarding program will shape the company culture while developing a highly qualified pool of talent.

This course will help to increase productivity and produce a happier and more skilled workforce. The new hire phase is a critical time for any company, and having a structured set of procedures will produce a greater chance of success.",HR101,,,
Human Resources,N/A,Millennial Onboarding,"Onboarding new employees is a strategic investment that plays a pivotal role in developing the skills, knowledge, and value of newly hired talent. With the rise of the technically skilled Millennial workforce, there is a need to tailor the onboarding process to align with the evolving needs of both employees and companies, providing a competitive advantage in the market. 

The Millennial Onboarding course aims to help enhance productivity, foster employee satisfaction, and cultivate a skilled workforce. By implementing structured procedures during the new hire phase, we can ensure a smoother integration process and increase the likelihood of long-term success.",HR102,,,
Human Resources,N/A,Generation Gaps,"In today's diverse workplace, the coexistence of different generations brings valuable perspectives and experiences. While it can present communication challenges, the benefits of embracing generational diversity far outweigh the potential conflicts. 

This course is designed to help you understand and navigate the unique characteristics, expectations, and communication styles of various generations in the workforce. By fostering understanding and collaboration, this course empowers managers and team members to leverage the strengths of each generation for organizational success.",HR103,,,
Human Resources,N/A,Employee Recruitment,"Many companies simply wait for talent to come to them. Simply advertising an open position and hoping you find the right talent does not guarantee to find the best people. Actively seeking out qualified candidates is the best way to ensure you find the right talent. Recruitment is essential to the success of any business.

This course will guide you and help you interview and recruit the right employee. Hiring a new employee is one of the largest investments in any business. Hiring the right employee is very important, as training can be expensive, and employee turnover costs companies millions every year. So, reduce your costs with a great employee recruitment program!",HR104,,,
Human Resources,N/A,Hiring Strategies,"Successful companies are made up of great employees, so why not hire great employees? Hiring and training employees is an expensive venture. Hiring the right person is more about skills and abilities; it is about finding the right combination of skills, attitude, and fit for the organization's culture.

Hiring Strategies will help to save time and money as you will be recruiting and hiring the right candidates. Your hiring department will benefit from this course as it prepares them to seek out that great candidate and ensure they are fit for the company.",HR105,,,
Human Resources,N/A,How to Conduct an Effective Job Interview,"A good job interview empowers you to make smart hiring decisions. But a great job interview convinces top talent to work for your company over competitors. 

In this course, you’ll learn how to conduct exceptional job interviews—from preparation to follow-up. Learn about your role as the interviewer, steps you should take to prepare, and how to ask strong interview questions. You’ll also explore tips for creating a fair and positive interview experience for candidates, including how to avoid discrimination and reduce interviewer bias. At the end of the course, you can practice these skills in a mock interview scenario.",HR106,,,
Human Resources,N/A,7 Types of Interviews and When to Use Them,"A job posting may attract hundreds or even thousands of applicants. Gone are the days when one in-person interview served the hiring manager and interviewee’s needs. Today, smart employers have a selection of interview types in their toolbox. For example, a recruiter may use one style to narrow the candidate pool to a manageable number and another to choose between two finalists. 

This course explores seven interview types and when it’s best to use them. You’ll learn how to use these interview styles to streamline your hiring process—quickly and effectively moving the strongest candidates from resume submission to start date.",HR107,,,
Human Resources,N/A,Business Succession Planning,"Business succession planning is all about being prepared. The loss of valuable leadership can break even the strongest of companies. Succession planning is an essential component to the survival and growth of any business. Whether you are grooming employees to become leaders or preparing for an employee's retirement, you will identify common obstacles and how to overcome them. 

Our Business Succession Planning workshop will show you the differences between succession planning and mere replacement planning. How you prepare people to take on leadership responsibilities is just as important as hiring the right person for the job. Every company should have a form of succession planning in its portfolio.",HR108,,,
Human Resources,N/A,Contract Management,"It is easy to overlook the importance of contract management because it seems to be a mundane topic. Contracts, however, are the basis of most business relationships. If you manage contracts well, business relationships will flourish. If they are not, companies face financial loss, relationship harm, and damaged reputations.

With this course, you will learn the insides and outs of Contract Management. Contracts are made with vendors, employees, customers, and partnerships, and these agreements must be managed carefully. To effectively implement Contract Management, you must understand all the small details, and that is what you get with this course.",HR109,,,
Human Resources,N/A,Employee Termination Processes,"Terminating an employee is a challenging and sensitive task that requires careful consideration, empathy, and professionalism. This course is designed to equip managers and human resources professionals with the skills and knowledge to handle employee terminations effectively and compassionately. 

You will review the importance of open communication, explore alternative solutions, and understand the legal and ethical considerations surrounding employee termination. This course provides a comprehensive guide for approaching terminations with professionalism and integrity.",HR110,,,
Human Resources,N/A,Crisis Management II,"Crisis management is as important as finance management, personnel management, etc. Being able to identify risk, assess the situation, and respond appropriately is important and requires not only training but also practice.

With this course, you will understand that a crisis can occur at any time. You will develop the skills needed for certain negative events. Also, you will be able to recognize warning signs to help avoid negative situations completely, or if the situation occurs, better manage the crisis.",HR111,,,
Human Resources,N/A,Diversity and Inclusion,"The world is diverse; it is made up of people with different backgrounds, traditions, and beliefs. Diversity, equity, and inclusion (DEI) create a culture where every individual is acknowledged and supported, regardless of their differing background. It helps us recognize the value of diverse voices and other individual differences, such as gender, race, religion, ethnicity, or sexual orientation. Ultimately, a diverse workplace will lead to better innovation and success. Through inclusive language and leadership, everyone is encouraged to evolve both personally and professionally.

Many organizations are working towards fostering a workplace culture committed to DEI practices and ensuring that every voice is heard. The Diversity, Equity, and Inclusion course will provide the tools to recognize social biases, respond to microaggressions, and provide resources to create a safe and welcoming work environment. With strong team commitment and courage, we can create a sense of belonging for everyone.",HR112,,,
Human Resources,N/A,Business Ethics,"A company's ethics will determine its reputation. Good business ethics are essential for the long-term success of an organization. 

Ethics will influence all who interact with the company including customers, employees, suppliers, competitors, etc. It is a two-way street; the influence goes both ways, which makes understanding ethics a very important part of doing business today. Ethics is very important, as news can now spread faster and farther than ever before.",HR113,,,
Human Resources,N/A,Dealing With a Problem at Work? When and How to Involve HR,"We all experience problems at work. However, not every problem warrants a visit to HR. In this course, you'll learn the role of human resources, along with when—and when not—to seek help with an issue. You'll also get four best practices for approaching HR.",HR114,,,
Human Resources,N/A,How to Avoid a Conflict of Interest,"Doing the right thing means that you're acting with integrity in all that you do. But doing the right thing can become challenging when you’re faced with ambiguous and complicated ethical dilemmas, like a potential conflict of interest. That’s why you’ve been given this case study. By working through the following activities, you’ll learn how to identify potential conflicts and how to handle them when they arise.",HR115,,,
Human Resources,N/A,Health and Wellness at Work,"A healthy employee is a happy and productive employee; and this should be a goal for every organization.

This course will be instrumental in creating a “Culture of Wellness” within the organization. You will review common issues such as smoking cessation, nutrition, weight loss, and preventative care. Health and Wellness is the responsibility of everyone in an organization.",HR116,,,
Human Resources,N/A,Office Health And Safety,"The foundation of a productive company lies in the well-being of its employees. 

The Office Health and Safety course encourages essential skills to promote a healthy workplace environment. You will learn to identify common illnesses, understand their transmission, recognize symptoms, apply treatment and prevention techniques, and establish an effective emergency response plan. This course equips individuals with the knowledge and tools needed to prioritize health and safety in the office.",HR117,,,
Human Resources,N/A,Universal Safety Practices,"The importance of safety cannot be overstated. Every organization is responsible for the safety of employees while they are working. It is estimated that safety problems cost companies $1 billion a week. Understanding universal safety practices and how to implement them will help keep everyone protected while ensuring the company’s financial security.

In this course, you will realize how safety affects employee engagement and the bottom line. Despite the perception of safety as a mundane topic, an unsafe work environment is a critical issue that demands attention for the sake of employee well-being and the company's financial security.",HR118,,,
Human Resources,N/A,Safety In The Workplace,"Workplace safety is the responsibility of everyone in an organization. Companies have legal obligations to meet safety requirements, but many go further than the minimum obligations. Safety standards and procedures must be in place, and everyone needs to follow the standards for them to be effective.

This course will be instrumental in reviewing common hazards and safety techniques.",HR119,,,
Human Resources,N/A,Managing Workplace Harassment,"Oh, you may say, “Not in my office,” or “Not our team,” but workplace harassment is an increasing issue in organizations today. It can come in the form of a slap, a phrase, an email, or a reassignment of duties. Harassment is not okay, and it is illegal. Harassment needs to be reported so the company can handle the issue properly and remediate future problems.

This course guides an ever-changing work environment. You will recognize the necessity for the whole organization to be on board with monitoring and reporting any issues. This course will also help in fostering a safer and more productive workplace.",HR120,,,
Human Resources,N/A,Sensitivity Training,"Sensitivity training is crucial in creating an inclusive and safe place for all to work. This course will look at interactions within a group but will be more focused on individual behaviors and emotions. 

In this course, you will review topics to promote sensitivity and the benefits that come along with it. It will also describe the steps to take when employees are not compliant with the business’ policy. This will help foster positive relationships between co-workers and benefit the whole organization.",HR121,,,
Human Resources,N/A,Workplace Harassment,"Harassment can be based on a variety of factors, such as race, sex, and disability. Experiencing an uncomfortable situation in the workplace may be more than an unpleasant event; it may be against the law.

This course will provide the tools to recognize harassment when it occurs. It will help you understand your rights and responsibilities and create a safe environment for all.",HR122,,,
Human Resources,N/A,Workplace Bullying,"Training on preventing bullying in the workplace is crucial in creating a workplace that is inclusive and safe for all to work.

This course discusses what to do if someone is being bullied or witnesses another person being bullied. It will also describe the steps that should be taken when employees are not in compliance with the business’ policy.",HR123,,,
Human Resources,N/A,Workplace Violence,"Workplace harassment must be identified, discouraged, and prevented to keep a hostile work environment from developing. If left unchecked, harassment can escalate into violence. Workplace violence and harassment training is essential to the safety of all employees.

Everyone must be able to identify individuals who may be prone to violence. This course will help you recognize certain behaviors and lower the risk of escalated situations.",HR124,,,
Training and Development,N/A,mLearning Essentials,"Mobile learning, or mLearning, is the delivery of learning, education, or training on mobile devices, such as mobile phones, tablets, laptops, or PDAs. mLearning allows training and support to be taken anywhere, making it flexible and convenient for companies to use.

In this course, you will see the importance and usefulness of mLearning in any organization. By absorbing the ins and outs of utilizing mLearning, you will possess the skills to take advantage of this new technology to educate employees and clients more efficiently.",TD100,,,
Training and Development,N/A,Measuring Results From Training,"Although we all know that training can have many amazing benefits, sometimes it can be hard to prove with dollar-value training. Some topics, like sales training or time management, might have direct, tangible benefits. Others, like communication or leadership, might have benefits you can't put a dollar value on.

In this course, you will learn about the different ways to evaluate training progress and how to use those results to demonstrate the results that training brings.",TD101,,,
Training and Development,N/A,Train-The-Trainer,"Whether you are preparing to be a professional trainer or you are someone who does a bit of training as a part of their job, you always want to be prepared. Training is a process where skills, knowledge, and attitudes are applied uniquely.

This course will provide you with the skills to help deliver engaging and compelling training sessions. Skills such as facilitating, needs analyses, and managing tough topics will give you what you require to become a trainer.",TD102,,,
Training and Development,N/A,Facilitation Skills,"Facilitation is the new cornerstone of a management philosophy that focuses on fairness and creating an easy decision-making process. Creating a comfortable environment through better facilitation will give you a better understanding of what a good facilitator can do to improve any meeting or gathering.

This course will give you an understanding of what facilitation is about and some tools you can use to facilitate small meetings. A strong understating of how a facilitator can command a room and dictate the pace of a meeting will have you on the road to becoming a great facilitator.",TD103,,,
Training and Development,N/A,Adult Learning - Mental Skills,"Bloom’s Taxonomy is not just for elementary school teachers. The three domains of the taxonomy apply to adult education as well. In this course, you will pay attention to the cognitive domain. This is the domain of knowledge and intellect, and it is the main focus of most educators.

You will discover the specifics of how the cognitive domain increases intellectual capability.",TD104,,,
Training and Development,N/A,Adult Learning - Physical Skills,"Bloom's Taxonomy is not exclusive to elementary school teachers; its three domains apply equally to adult education. This course delves into the psychomotor domain, the realm of action and physicality. 

This course will empower you to enhance your navigation of the physical environment; it emphasizes the interconnectedness of psychomotor skills with other cognitive domains for comprehensive adult learning. You will gain an invaluable advantage in various aspects of life. This workshop",TD105,,,
Training and Development,N/A,Developing a Lunch and Learn,"Lunch and Learn sessions provide a unique opportunity for employees to gather, share knowledge, and engage in learning during their lunch break. These sessions are designed to be informative, interactive, and convenient, offering a platform for professional development and team building. Hosting a Lunch and Learn is a great way to introduce a topic or give a small demonstration of a new product or service.

You can use Lunch and Learns as a follow-up or refresher to previous training sessions. It doesn’t have to be just about a learning event; it can also involve collaboration, networking, or sharing best practices between employees.",TD106,,,
